ID,Time,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Mask_0,Mask_1,Mask_2,Mask_3,Mask_4,Mask_5,Mask_6,Mask_7,Mask_8,Mask_9,Mask_10,Mask_11,Mask_12,Mask_13,Mask_14,Mask_15,Mask_16,Mask_17,Mask_18,Mask_19,Mask_20,Mask_21,Mask_22,Mask_23,Mask_24,Mask_25,Mask_26,Mask_27,Mask_28,Mask_29,Mask_30,Mask_31,Mask_32,Mask_33,Mask_34,Mask_35,Mask_36,Mask_37,Mask_38,Mask_39,Mask_40,Mask_41,Mask_42,Mask_43,Mask_44
49,1919,55253.0,1827.2143955984293,8.243970076147882,10.8697,0.015659,0.19006018248883713,0.07744417275742274,0.0003789,0.002501,0.002379,0.003332,0.006848551,9.27,6.349206349206349,0.22582948294829483,0.001808633,0.001172328,1.95,0,0,0,0.008078604,0.000393,0.0,0.0,0.005198382253891822,0.3674312233924866,0.0,0.023707007989287376,0.04543999955058098,0.0,0.0,0.5387803316116333,0.0,0.0,0.2496972531080246,0.07191000133752823,0.0,0.0,0.0,0.0634920671582222,0.08986572921276093,0.0,0.0,0.0345735028386116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
50,1920,55818.0,1695.7542907305885,7.64493264893128,10.5948,0.015471,0.22622043281328635,0.08100908727743313,-7.37e-05,0.002681,0.0022,0.003133,0.007356116,10.26,8.16326530612245,0.2558140412682436,0.002000652,0.001359978,1.99,0,0,1,0.008435641,0.00061,0.0,0.0,0.004614183105359218,-0.030862323939800262,0.0,0.013158585876226425,0.052719999104738235,0.0,0.0,-0.11235090345144272,0.0,0.0,-0.17667345702648163,0.09439000487327576,0.0,0.0,0.0,0.08163265138864517,0.07771379500627518,0.0,0.0,0.03293929249048233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
51,1921,56490.0,1859.5025314214904,8.396476835482535,11.1673,0.015188,0.19266424828698106,0.0742387772176682,-0.0002478,0.0019399999999999999,0.001503,0.003283,0.007913365,9.2,6.25,0.29092241031842003,0.002065711,0.001489855,2.07,0,0,0,0.009095436,0.000762,0.0,0.0,0.004777560833338675,-0.1263897567987442,0.0,0.08325275778770447,0.04520000144839287,0.0,0.0,0.03554399684071541,0.0,0.0,-0.20665991306304932,0.07063999772071838,0.0,0.0,0.0,0.0625,0.05604154244065285,0.0,0.0,0.06422638148069382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
52,1922,57209.0,1831.1224807285566,8.262839029376234,11.7173,0.015483,0.19103576703268477,0.07311102294276046,-0.0001754,0.002216,0.0018800000000000002,0.003148,0.007920852,9.49,5.714285714285714,0.29550446285237264,0.002087345,0.001429689,2.09,0,0,0,0.009251568,0.001291,0.0,0.0,0.004318370400911564,-0.03842872381210327,0.0,0.05954737216234207,0.05071999877691269,0.0,0.0,-0.09627459198236465,0.0,0.0,-0.11177808791399002,0.07056999951601028,0.0,0.0,0.0,0.05714285746216774,0.06268181651830673,0.0,0.0,0.05513368546962738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
53,1923,57937.0,1809.350484146573,8.167872209831339,11.7724,0.015727,0.16751541141785045,0.07245253554734453,-0.0005181000000000001,0.002393,0.001686,0.003325,0.008154062,9.56,5.797101449275362,0.3383700750469043,0.002045298,0.00152105,2.06,0,0,0,0.009813213,0.001385,0.0,0.0,0.004636461886447326,0.0799502581357956,0.0,0.06916419416666031,0.05104000121355057,0.0,0.0,0.0736452043056488,0.0,0.0,0.005053663160651922,0.06560000032186508,0.0,0.0,0.0,0.05797101557254791,0.0659315213561058,0.0,0.0,0.06010209769010544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
54,1924,58686.0,1836.3172136455032,8.290416730248442,11.866,0.016531,0.1880457113507961,0.07309966971180502,-0.0006404,0.002971,0.002105,0.003199,0.008126077,9.42,6.25,0.3314850410888547,0.002127391,0.001625024,2.43,0,0,0,0.010034886,0.001478,0.0,0.0,0.004282476809158501,0.07428982853889465,0.0,0.0652194395661354,0.05031999945640564,0.0,0.0,-0.07635892927646637,0.0,0.0,-0.017846032977104187,0.06322000175714493,0.0,0.0,0.0,0.0625,0.06209177523851395,0.0,0.0,0.05776971951127052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
55,1925,59522.0,1885.1617553173614,8.511556715062046,11.9302,0.017163,0.16624654165385797,0.0739852217263299,-0.00023569999999999998,0.003105,0.00267,0.003201,0.008359865,9.02,6.349206349206349,0.3337742391638487,0.002071369,0.001524988,2.44,0,0,0,0.010533006,0.001544,0.0,0.0,0.003990377234892199,0.122518390417099,0.0,0.07795313000679016,0.05087999999523163,0.0,0.0,-0.06819242984056473,0.0,0.0,0.0452435240149498,0.061000000685453415,0.0,0.0,0.0,0.0634920671582222,0.06375985592603683,0.0,0.0,0.0644165650010109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
56,1926,60490.0,1871.5777814514795,8.451010183823815,11.9058,0.016657,0.1791549295774648,0.07062844977383606,-0.0003773,0.002918,0.002414,0.003127,0.008325024,8.83,6.57,0.35226929577464794,0.002056361,0.001578826,2.12,0,0,0,0.010988816,0.001612,0.0,0.0,0.004499076069737327,0.16275745630264282,0.0,0.06350142508745193,0.0509600006043911,0.0,0.0,0.12756891548633575,0.0,0.0,0.09048041701316833,0.05415999889373779,0.0,0.0,0.0,0.065700002014637,0.059060417115688324,0.0,0.0,0.05723071098327637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
57,1927,61430.0,1869.7665472895978,8.441886733911204,12.0648,0.016145,0.177499539679617,0.06954610842275011,-0.0001264,0.002712,0.0023829999999999997,0.003194,0.008850611,8.14,6.52,0.36737856748296815,0.002062755,0.001765723,2.11,0,0,1,0.01056038,0.001645,0.0,0.0,0.005465727626949117,-0.0653478354215622,0.0,0.10681214183568954,0.04495999962091446,0.0,0.0,0.21493665874004364,0.0,0.0,-0.11886780709028244,0.05483999848365784,0.0,0.0,0.0,0.06520000100135803,0.04832128807902336,0.0,0.0,0.075886070728302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
58,1928,62361.0,1992.3718670322799,9.001527445596079,12.2332,0.016969,0.16618199442626924,0.06690459002044942,-0.0001241,0.002745,0.0024,0.003161,0.009458251,7.23,6.13,0.3906188052829274,0.002005691,0.001814855,2.15,0,0,0,0.010280006,0.001702,0.0,0.0,0.005058521017060924,0.10608211159706116,0.0,0.06799893081188202,0.04464000090956688,0.0,0.0,-0.07446029782295227,0.0,0.0,0.03355739638209343,0.05097000300884247,0.0,0.0,0.0,0.06129999831318855,0.052680425345897675,0.0,0.0,0.0563194677233696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
59,1929,63244.0,2025.7346783884636,9.157973876483904,11.9779,0.017193,0.17284784477465306,0.06537190384146407,8.840000000000001e-05,0.0027649999999999997,0.002604,0.002977,0.009858714,6.68,6.25,0.40379510008596337,0.001826444,0.001736317,2.17,0,0,0,0.010191391,0.001642,0.0,0.0,0.004523830270946336,-0.10819262266159058,0.0,0.03901367262005806,0.03872000053524971,0.0,0.0,-0.1057521253824234,0.0,0.0,-0.16595055162906647,0.060910001397132874,0.0,0.0,0.0,0.0625,0.05080195143818855,0.0,0.0,0.038866836577653885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
60,1930,64203.0,1850.3913212778218,8.352103692725747,11.8498,0.014454,0.08498194945848375,0.05873026373252755,4.3299999999999995e-05,0.0020050000000000003,0.001871,0.002636,0.009515,6.83,6.02,0.49406346570397114,0.001596972,0.001557863,2.02,1,1,0,0.010019432,0.001658,0.0,0.0,0.0038381388974567956,-0.2740750312805176,0.0,0.053371500223875046,0.03872000053524971,0.0,0.0,-0.15163572132587433,0.0,0.0,-0.32488423585891724,0.06808000057935715,0.0,0.0,0.0,0.06019999831914902,0.045961882919073105,0.0,0.0,0.04604575037956238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
61,1931,65205.0,1837.3409401119545,8.293526997264104,11.5975,0.012986,0.07092651757188498,0.051959953672762633,-8.15e-05,0.001686,0.00148,0.002418,0.009445,7.5200000000000005,5.73,0.5633600638977636,0.001531082,0.001476875,2.05,1,1,0,0.009864076,0.00159,0.0,0.0,0.0,0.12479005753993988,0.008826382458209991,0.0073433322831988335,0.03936000168323517,0.0,0.0,-0.060708701610565186,0.06953508406877518,0.07402930408716202,0.053608279675245285,0.05542999878525734,0.0,0.0,0.0,0.05730000138282776,0.05840150639414787,0.022375376895070076,0.02187369018793106,0.02335166744887829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
62,1932,66189.0,1961.5832842315185,8.863016887831911,11.3829,0.014259,0.10572720999769991,0.052538968451490434,4.18e-05,0.001936,0.001802,0.002577,0.009826,6.61,8.68,0.6065329295407499,0.002045275,0.00195014,3.56,0,0,0,0.009551811,0.001461,0.0,0.0,0.0,0.13486121594905853,0.07563915103673935,0.18254396319389343,0.036079999059438705,0.0,0.0,0.002219140063971281,0.07342001050710678,0.0732574388384819,0.07325630635023117,0.049049995839595795,0.0,0.0,0.0,0.0868000015616417,0.05264321714639664,0.09183472394943237,0.0821877270936966,0.10931198298931122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
63,1933,67182.0,2122.435622637016,9.600461197245494,11.25,0.016161,0.125366262034324,0.05414355842652694,4.32e-05,0.002464,0.0023510000000000002,0.002778,0.010458,6.0600000000000005,7.1,0.6220576252267337,0.002331759,0.002254662,3.9,0,0,0,0.009111696,0.00135,0.0,0.0,0.0,0.33765870332717896,0.10079929232597351,0.0975756049156189,0.03215999901294708,0.0,0.0,0.02906172163784504,0.07173757255077362,0.06971163302659988,0.27998265624046326,0.03891000151634216,0.0,0.0,0.0,0.07100000232458115,0.04980412870645523,0.10703534632921219,0.1304139345884323,0.06486780196428299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
64,1934,68090.0,2098.341636069908,9.488595260248834,11.3222,0.016978,0.14331291475242472,0.05490800931086038,5.7000000000000005e-06,0.00297,0.0027890000000000002,0.002953,0.011013,5.4399999999999995,6.7,0.6240303088310362,0.002246981,0.002163003,3.37,0,0,0,0.008805457,0.001187,0.0,0.0,0.0,0.05998978763818741,0.11188578605651855,0.0434214249253273,0.030959999188780785,0.0,0.0,0.04276492819190025,0.069120854139328,0.0662861317396164,0.005282321944832802,0.04351000487804413,0.0,0.0,0.0,0.06700000166893005,0.043739840388298035,0.08103682100772858,0.10522047430276871,0.03719071298837662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
65,1935,69238.0,2120.4684855137352,9.587709102481279,10.7974,0.018104,0.1418668578941078,0.05626661261519555,0.0002339,0.0032719999999999997,0.003276,0.002971,0.011468,5.33,6.3,0.6289633082347316,0.002259321,0.002206477,3.48,0,0,0,0.008990838,0.001101,0.0,0.0,0.0,0.0933295413851738,0.11397810280323029,0.05984007194638252,0.030959999188780785,0.0,0.0,0.04797523841261864,0.06600286811590195,0.06298132240772247,0.03526170924305916,0.048330001533031464,0.0,0.0,0.0,0.06300000101327896,0.05003419890999794,0.08784595876932144,0.11128635704517365,0.04540003463625908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
66,1936,70171.0,2244.4213991534966,10.158132073153784,10.9307,0.019902,0.14696629213483145,0.05756844976475348,0.0002319,0.0036409999999999997,0.003585,0.003247,0.012668,5.04,7.28,0.6349655056179775,0.002372098,0.002282175,3.45,0,0,0,0.009487313,0.001011,0.0,0.0,0.004323733393592524,0.08184301108121872,0.12795209884643555,0.02904479019343853,0.02751999907195568,0.0,0.0,0.06423825025558472,0.06371384114027023,0.05986802652478218,-0.009274042211472988,0.05291999876499176,0.0,0.0,0.0,0.07280000299215317,0.05242921784520149,0.08853796869516373,0.1221952885389328,0.028282394632697105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
67,1937,71278.0,2315.116291141727,10.483154976290516,11.2917,0.023318,0.1685733800051225,0.06206054481279204,-0.0005623,0.004765,0.004188,0.004055,0.015049,4.93,9.53,0.570104798087595,0.00291447,0.002709157,3.47,0,0,0,0.010940708,0.000898,0.0,0.0,0.0043669707275284485,0.17716388404369354,0.06981252133846283,0.04702990874648094,0.02727999910712242,0.0,0.0,0.009944495745003223,0.05986802652478218,0.05927853286266327,0.10328774154186249,0.0496399961411953,0.0,0.0,0.0,0.09529999643564224,0.054767198860645294,0.06828100979328156,0.08373674750328064,0.03715495392680168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
68,1938,71879.0,2449.2747673172967,11.09442612043539,11.0419,0.027226,0.19792483111260403,0.06801720665408324,-0.0005605,0.0037939999999999996,0.003939,0.005301,0.018802,4.71,10.91,0.6688860896502818,0.003594978,0.003288029,3.52,0,0,0,0.012259226,0.000857,0.0,0.0,0.004626394731144,-0.023710934445261955,0.11977255344390869,0.0535585843026638,0.02727999910712242,0.0,0.0,0.05930845066905022,0.060464102774858475,0.05707884579896927,-0.10243625938892365,0.05517999827861786,0.0,0.0,0.0,0.10909999907016754,0.04952756687998772,0.08009268343448639,0.10354439169168472,0.04041929170489311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
69,1939,72364.0,2816.0567685589517,12.768268152697768,10.4407,0.033817,0.22528186681981682,0.07605529417053974,0.00017109999999999998,0.004164999999999999,0.005163,0.007625,0.025955,0.0,10.91,0.7123225523682859,0.004969857,0.004493833,3.85,0,0,0,0.015334984,0.000777,0.0,0.0,0.004929056068695477,0.07508634775876999,0.12481658160686493,0.04338591918349266,0.0272000003606081,0.0,0.0,0.06549935042858124,0.05931723490357399,0.055670831352472305,0.005956984590739012,0.05626000091433525,0.0,0.0,0.0,0.10909999907016754,0.05659513920545578,0.08695503324270248,0.11973167955875397,0.035292960703372955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
70,1940,72967.0,2874.2901722696556,13.03606214274631,9.2787,0.039513,0.21065590415270585,0.08842274709134006,0.0001253,0.004653,0.005418,0.009581,0.033383,0.0,3.81,0.786951670220327,0.006444987,0.005860213,4.27,1,1,0,0.018969952,0.000731,0.0,0.0,0.0050587680705032525,0.09559104591608047,0.08624692261219025,0.029784230515360832,0.026799999177455902,0.0,0.0,0.026374518871307373,0.059872403740882874,0.058333877474069595,0.02369682490825653,0.05364999920129776,0.0,0.0,0.0,0.038100000470876694,0.054921332746744156,0.06294765323400497,0.08718455582857132,0.028292115777730942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
71,1941,74005.0,2872.7038848726434,13.02766442180402,8.848,0.04502933414559854,0.20010691375623663,0.08966024926548377,-0.0009,0.0040880000000000005,0.004384000000000001,0.012276,0.041989,0.0,3.83,0.9307369921596579,0.008601695,0.008133891,4.27,1,1,0,0.0217,0.0,0.0,0.0,0.005750565413478056,-0.17919501662254333,0.1971665918827057,0.03830000013113022,0.026799999177455902,0.0,0.0,0.13678592443466187,0.06038067489862442,0.05311525613069534,-0.2288583517074585,0.06440234184265137,0.0,0.0,0.0,0.03830000013113022,0.049663327634334564,0.10472502559423447,0.16701526939868927,0.03254999965429306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
72,1942,75029.0,2818.216996094843,12.792424559852746,8.2987,0.05454551203167834,0.17216460723742277,0.09213146920345273,-0.0009,0.002924,0.0035060000000000004,0.015363,0.054259,0.0,3.78,1.0508991799058547,0.009191608,0.008276475,4.29,1,1,0,0.0266,0.0,0.0,0.0,0.006139701418901383,0.24850156903266907,0.12165592610836029,0.03779999911785126,0.026799999177455902,0.0,0.0,0.06764040887355804,0.054015517234802246,0.050593361258506775,0.1877998560667038,0.051104336977005005,0.0,0.0,0.0,0.03779999911785126,0.060701724141836166,0.08305393904447556,0.1330229938030243,0.03229999914765358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
73,1943,76005.0,2821.6226432471553,12.789003266135516,7.7395,0.06401354736521474,0.2107984457257458,0.09769833678194027,-0.0006,0.002939,0.003055,0.020027,0.071481,0.0,3.77,1.3335886500376035,0.014009734,0.012551813,4.29,1,1,0,0.0359,0.0,0.0,0.0,0.00735034676910729,0.23009781539440155,0.2493482232093811,0.037700001150369644,0.026799999177455902,0.0,0.0,0.19706840813159943,0.05227980762720108,0.04367319867014885,0.18003462255001068,0.04242519289255142,0.0,0.0,0.0,0.037700001150369644,0.05006319656968117,0.12746374309062958,0.24739818274974823,0.03225000202655792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
74,1944,77178.0,2658.972660602762,12.00200203560571,6.283,0.07472426233627778,0.21804491094318348,0.1321780991936329,0.0004,0.0,0.0,0.037752,0.119956,0.0,3.76,2.0395356294377405,0.021040389,0.019871947,4.29,1,1,0,0.0521,0.0,0.0,0.0,0.008042144112082093,0.07221201062202454,0.1388794630765915,0.03759999945759773,0.026399999856948853,0.0,0.0,0.09414965659379959,0.0447298102080822,0.04088088870048523,0.030806846916675568,0.04016772285103798,0.0,0.0,0.0,0.03759999945759773,0.04140516370534897,0.06572103500366211,0.13239134848117828,0.03199999779462814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
75,1945,76224.0,1346.1258396305625,9.393524765136744,4.0744,0.0,0.0,1.4217613281403143,0.0,0.0,0.0,0.096,0.44497,0.0,3.76,0.0,0.023487487,0.021496189,6.9,1,1,0,0.105,0.0,0.0,0.0,0.010636384148237607,0.038293447345495224,0.0,0.03759999945759773,0.026399999856948853,1.0,0.0,0.32255658507347107,0.0,0.0,0.02087286487221718,0.017064400017261505,0.0,0.0,0.0,0.03759999945759773,0.017420582473278046,0.0,0.0,0.03199999779462814,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
76,1946,77199.0,1444.2164794880762,6.472776686295264,5.8249,0.4895869548387096,0.15611814345991562,2.711344557086996,-0.0039,0.004069,0.00226,0.169,0.315528,0.0,3.7,0.5597911392405064,0.118899,0.115207,180.0,0,0,0,0.158285,0.001522,0.0,0.0,0.025899163027619215,0.0,0.0,0.03700000047683716,0.026399999856948853,1.0,0.0,1.4350320100784302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03700000047683716,0.0,0.0,0.0,0.031700000166893005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
77,1947,78119.0,1540.944456534262,7.0457915461474885,6.7246,1.3520449870967741,0.16730328495034377,6.109385504103888,0.010948,0.020265,0.010148,0.352,0.564625,0.0,3.7,0.275498090145149,0.214467,0.205841,238.0,0,0,0,0.184315,0.001906,0.0,0.0,0.0690500222956726,0.0,0.0,0.03700000047683716,0.02800000086426735,1.0,0.0,1.6661261320114136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03700000047683716,0.0,0.0,0.0,0.032499998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
