ID,Time,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Mask_0,Mask_1,Mask_2,Mask_3,Mask_4,Mask_5,Mask_6,Mask_7,Mask_8,Mask_9,Mask_10,Mask_11,Mask_12,Mask_13,Mask_14,Mask_15,Mask_16,Mask_17,Mask_18,Mask_19,Mask_20,Mask_21,Mask_22,Mask_23,Mask_24,Mask_25,Mask_26,Mask_27,Mask_28,Mask_29,Mask_30,Mask_31,Mask_32,Mask_33,Mask_34,Mask_35,Mask_36,Mask_37,Mask_38,Mask_39,Mask_40,Mask_41,Mask_42,Mask_43,Mask_44
20,1890,40077.0,1011.941961723682,4.543063354211051,6.8504,0.0011733,0.14488636363636365,0.018937189233685658,-2.98e-05,8.2e-05,5.6999999999999996e-05,0.000178,0.000248095,10.77,6.142606000000001,0.26064015151515146,0.000106469,8.2125e-05,1.3377926421404682,0,0,1,0.000186045,0.0,0.0,0.0,0.0,-0.18456022441387177,0.0,0.03363262861967087,0.041600000113248825,0.0,0.0,0.0,0.0,0.0,-0.2656804919242859,0.09440000355243683,0.0,0.0,0.0,0.061426058411598206,0.06931976228952408,0.0,0.0,0.0376163125038147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
21,1891,40380.0,956.4380138682516,4.292064806047086,7.3992,0.0010812,0.14047410008779632,0.018142463066804365,1.65e-05,6.3e-05,8e-05,0.000187,0.000245612,9.13,6.156536,0.24111150131694464,0.000103231,8.3556e-05,1.3333333333333333,0,0,0,0.000178953,0.0,0.0,0.0,0.0,0.03819898143410683,0.0,0.16563737392425537,0.04047999903559685,0.0,0.0,0.0,0.0,0.0,-0.052712224423885345,0.08201000094413757,0.0,0.0,0.0,0.06156535819172859,0.07768706977367401,0.0,0.0,0.10305868834257126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
22,1892,40684.0,1012.69479402222,4.548558159272055,7.2566,0.0011485999999999998,0.136,0.016916314123616088,1.8100000000000003e-05,7.099999999999999e-05,9.1e-05,0.000195,0.000261733,7.920000000000001,6.375608,0.24701688888888892,0.000101462,7.6735e-05,1.5267175572519083,0,0,0,0.000173458,0.0,0.0,0.0,0.0,0.5672988891601562,0.0,0.06390640884637833,0.035999998450279236,0.0,0.0,0.0,0.0,0.0,0.48016175627708435,0.0502999983727932,0.0,0.0,0.0,0.0637560784816742,0.07445213198661804,0.0,0.0,0.04995320364832878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
23,1893,41001.0,1008.3603082851638,4.526786290162417,7.7395,0.0011683,0.13784461152882205,0.017120672280814132,2.0000000000000002e-07,8.8e-05,9e-05,0.000218,0.00030191,8.21,6.337756000000001,0.2237376775271512,0.000113769,8.4582e-05,1.8348623853211008,0,0,0,0.000197019,1.7e-05,0.0,0.0,0.0,0.07362118363380432,0.0,0.09018898010253906,0.03351999819278717,0.0,0.0,0.0,0.0,0.0,0.012534953653812408,0.0515500009059906,0.0,0.0,0.0,0.06337755918502808,0.05219617858529091,0.0,0.0,0.061854489147663116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
24,1894,41350.0,1119.4156711003627,5.024740039369986,7.5259,0.0013893,0.16442451420029897,0.01766562736667559,-1.05e-05,0.000117,0.000113,0.000251,0.000333845,10.37,6.463794,0.24374289985052314,9.817e-05,7.8129e-05,1.7467248908296944,0,0,0,0.000214859,2.1e-05,0.0,0.0,0.0,0.24448436498641968,0.0,-0.06503638625144958,0.041600000113248825,0.0,0.0,0.0,0.0,0.0,0.16951824724674225,0.05477999523282051,0.0,0.0,0.0,0.0646379366517067,0.06406620144844055,0.0,0.0,-0.01171819306910038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
25,1895,41775.0,1123.4641532016756,5.042364885792074,7.8963,0.0015253,0.16172680412371135,0.019334552317126302,0.0001176,0.000129,0.000136,0.000307,0.000407211,9.31,6.20712,0.2639555412371134,0.000118433,8.5317e-05,2.13903743315508,0,0,0,0.00027379,2.4e-05,0.0,0.0,0.0,0.34495964646339417,0.0,0.057913511991500854,0.04368000105023384,0.0,0.0,0.0,0.0,0.0,0.2848909795284271,0.03994999825954437,0.0,0.0,0.0,0.06207120046019554,0.05133139342069626,0.0,0.0,0.0507967546582222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
26,1896,42196.0,1051.1234951180206,4.71734198265534,8.1216,0.0015871,0.18187274909963985,0.021275954810507744,2.34e-05,0.000172,0.000118,0.000333,0.000452101,10.15,6.254766999999999,0.2462995198079232,0.000187019,0.000168857,2.0151133501259446,0,0,0,0.000390834,3.9e-05,0.0,0.0,0.0,0.5441056489944458,0.0,0.03360004350543022,0.04487999901175499,0.0,0.0,0.0,0.0,0.0,0.36893653869628906,0.03466999903321266,0.0,0.0,0.0,0.06254766881465912,0.04746102914214134,0.0,0.0,0.039240021258592606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
27,1897,42643.0,1061.9491123982837,4.765654796965299,8.029,0.00191,0.2054164537557486,0.02370554623497341,-5.74e-05,0.000221,0.000167,0.000376,0.000518526,11.06,4.521000000000001,0.2152503832396525,0.00022639,0.000223679,2.0779220779220777,1,1,0,0.000415144,5.9e-05,0.0,0.0,0.0,-0.3439725637435913,0.0,0.02832316793501377,0.05000000074505806,0.0,0.0,0.0,0.0,0.0,-0.37234267592430115,0.03863000124692917,0.0,0.0,0.0,0.04521000012755394,0.024246403947472572,0.0,0.0,0.03916158527135849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
28,1898,43145.0,1248.8829760111253,5.617453256988074,8.4287,0.0024318,0.19416590701914313,0.02571128370376905,-4e-05,0.00028199999999999997,0.00016999999999999999,0.000342,0.000532626,10.549999999999999,4.3614999999999995,0.1883559708295351,0.000220054,0.000219758,2.061855670103093,1,1,0,0.000505309,8.1e-05,0.0,0.0,0.0,-0.2610924541950226,0.0,0.05676259472966194,0.0568000003695488,0.0,0.0,0.0,0.0,0.0,-0.3087538778781891,0.05892999470233917,0.0,0.0,0.0,0.04361499845981598,0.04073512926697731,0.0,0.0,0.05678129941225052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
29,1899,43626.0,1143.1368450006876,5.138575812143235,8.5104,0.0021952,0.16248919619706137,0.024261854551790314,2.8100000000000002e-05,0.00022400000000000002,0.000223,0.000435,0.00071843,9.2,4.103333,0.2187411408815903,0.000254255,0.000254166,2.030456852791878,1,1,0,0.000672306,8.8e-05,0.0,0.0,0.0,0.3314482569694519,0.0,0.056013986468315125,0.04839999973773956,0.0,0.0,0.0,0.0,0.0,0.2483224719762802,0.05463999882340431,0.0,0.0,0.0,0.04103333130478859,0.06820833683013916,0.0,0.0,0.052206993103027344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
30,1900,44103.0,1179.5133664376574,5.298858239017043,8.2309,0.0024928000000000003,0.1619718309859155,0.027259107524028332,-5.0600000000000003e-05,0.000292,0.000213,0.000414,0.000707405,11.5,4.659459999999999,0.21489809444904717,0.000295855,0.00029275,2.0408163265306123,1,1,0,0.000786081,0.000109,0.0,0.0,0.0,-0.16178876161575317,0.0,0.012380175292491913,0.05920000001788139,0.0,0.0,0.0,0.0,0.0,-0.21578218042850494,0.05883000046014786,0.0,0.0,0.0,0.04659460112452507,0.04613553360104561,0.0,0.0,0.035790085792541504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
31,1901,44662.0,1206.4631230128523,5.419536599224749,8.25,0.0025196,0.15257648953301128,0.0266649551040266,1.63e-05,0.000263,0.000261,0.000404,0.000690218,10.99,4.782299999999999,0.22887520128824476,0.000274359,0.000266857,2.035623409669211,1,1,0,0.000756769,0.000121,0.0,0.0,0.0,-0.0845838338136673,0.0,0.003706093644723296,0.05920000001788139,0.0,0.0,0.0,0.0,0.0,-0.17795942723751068,0.09707000106573105,0.0,0.0,0.0,0.04782300069928169,0.0797954797744751,0.0,0.0,0.03145304694771767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
32,1902,45255.0,1128.904850292785,5.070149937798658,8.1358,0.0024564,0.1320457232952306,0.02769809912097228,2.55e-05,0.000279,0.000268,0.000458,0.00078745,8.43,4.568649000000001,0.23043752463539616,0.000297341,0.000289227,2.0253164556962022,1,1,0,0.000831774,0.00013,0.0,0.0,0.0,0.4164491891860962,0.0,0.10329514741897583,0.052000001072883606,0.0,0.0,0.0,0.0,0.0,0.29823216795921326,0.052480001002550125,0.0,0.0,0.0,0.04568649083375931,0.068131223320961,0.0,0.0,0.07764757424592972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
33,1903,45841.0,1192.6275386662592,5.361167254897482,8.0563,0.0028096999999999996,0.1357566765578635,0.02908319329753682,-6.1e-06,0.000327,0.000301,0.00047,0.000845605,7.37,4.757289,0.2289729228486647,0.000260221,0.000249596,2.0408163265306123,1,1,0,0.000897498,0.000137,0.0,0.0,0.0,0.16901464760303497,0.0,0.06505955755710602,0.04376000165939331,0.0,0.0,0.0,0.0,0.0,0.07653987407684326,0.07340999692678452,0.0,0.0,0.0,0.04757288843393326,0.07902878522872925,0.0,0.0,0.054409779608249664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34,1904,46378.0,1188.0882530510155,5.337529225578447,8.1903,0.0029406999999999997,0.1202113606340819,0.029756818334226675,-0.0001306,0.00038199999999999996,0.00032900000000000003,0.000688,0.000950223,8.21,5.68505,0.3562734478203435,0.000327467,0.000277055,2.056555269922879,1,1,0,0.000926629,0.000136,0.0,0.0,0.0,0.01382222305983305,0.0,-0.016033146530389786,0.04343999922275543,0.0,0.0,0.0,0.0,0.0,-0.0877315029501915,0.08073999732732773,0.0,0.0,0.0,0.05685050040483475,0.07365655899047852,0.0,0.0,0.013703426346182823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
35,1905,46829.0,1156.754745990732,5.199226018948654,7.6458,0.0030586999999999997,0.16763942931258105,0.030903494660726824,-0.0003262,0.000502,0.000335,0.000782,0.001104459,9.2,4.689978,0.6853391699092087,0.000535256,0.000420741,2.035623409669211,1,1,0,0.001052641,0.000132,0.0,0.0,0.0,0.466028094291687,0.0,0.11059436947107315,0.047040000557899475,0.0,0.0,0.0,0.0,0.0,0.30531740188598633,0.06981000304222107,0.0,0.0,0.0,0.04689978063106537,0.09112421423196793,0.0,0.0,0.07881718873977661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
36,1906,47227.0,1297.209541152307,5.834757245815695,7.5323,0.0035638,0.16353725015142337,0.03151278472200248,-2.43e-05,0.000437,0.000439,0.001055,0.001461111,7.449999999999999,4.37276,0.7047434887946699,0.000530448,0.000464276,2.030456852791878,1,1,0,0.001425929,0.000132,0.0,0.0,0.0,0.8607869744300842,0.0,0.06517153978347778,0.04408000037074089,0.0,0.0,0.0,0.0,0.0,0.5748694539070129,0.055059999227523804,0.0,0.0,0.0,0.04372759908437729,0.0867123082280159,0.0,0.0,0.054625771939754486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
37,1907,47691.0,1325.1545574636725,5.963211273562557,8.4361,0.0039905999999999995,0.1693828479829014,0.03480900610940061,4.1e-06,0.000512,0.000452,0.000744,0.001370899,8.690000000000001,4.6871279999999995,0.615826876836762,0.000857084,0.000602401,2.030456852791878,1,1,1,0.001472828,0.000146,0.0,0.0,0.0,-0.12072458863258362,0.0,0.01024533435702324,0.04368000105023384,0.0,0.0,0.0,0.0,0.0,-0.20449882745742798,0.058889999985694885,0.0,0.0,0.0,0.04687127843499184,0.046847064048051834,0.0,0.0,0.02696266770362854,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
38,1908,48260.0,1318.4389556568585,5.931797576704365,8.4741,0.004033800000000001,0.17604885820499203,0.033609348038441705,-6.29e-05,0.00046100000000000004,0.000399,0.000691,0.001336908,9.2,4.736546,0.6088186404673394,0.000794937,0.000636361,2.030456852791878,1,1,0,0.00144872,0.000158,0.0,0.0,0.0,-0.3409651517868042,0.0,0.06476780772209167,0.04960000142455101,0.0,0.0,0.0,0.0,0.0,-0.42051154375076294,0.08288999646902084,0.0,0.0,0.0,0.0473654605448246,0.04803379625082016,0.0,0.0,0.05718390643596649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
39,1909,48869.0,1300.5424911498087,5.845850531504891,8.5314,0.0039339,0.15793650793650793,0.032303726478565296,4.2000000000000004e-06,0.00043099999999999996,0.000437,0.000746,0.001499071,6.68,4.465618,0.7013859788359789,0.000677546,0.000532894,2.0253164556962022,1,1,0,0.001507349,0.000171,0.0,0.0,0.0,0.3388136923313141,0.0,0.15564852952957153,0.041760001331567764,0.0,0.0,0.0,0.0,0.0,0.22986039519309998,0.0629199966788292,0.0,0.0,0.0,0.0446561798453331,0.07738281041383743,0.0,0.0,0.0987042635679245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
40,1910,49518.0,1303.755260713276,5.8602614353441265,8.7762,0.003964,0.17554140127388534,0.03238698350557191,-7.35e-05,0.0005200000000000001,0.000502,0.000829,0.001653717,5.62,4.203117,0.7083671337579618,0.000672874,0.000569154,2.030456852791878,1,1,0,0.001716694,0.000189,0.0,0.0,0.0,0.33671119809150696,0.0,0.09290012717247009,0.03432000055909157,0.0,0.0,0.0,0.0,0.0,0.26559728384017944,0.04876000061631203,0.0,0.0,0.0,0.042031168937683105,0.061710525304079056,0.0,0.0,0.06361006200313568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
41,1911,50215.0,1355.578014537489,6.096745404101668,8.5385,0.004594,0.19269549630293525,0.03480143728876365,-9.95e-05,0.0005809999999999999,0.000523,0.000903,0.001707383,6.859999999999999,4.3547329999999995,0.6144163118978265,0.000657192,0.000585374,2.030456852791878,1,1,0,0.001984117,0.000213,0.0,0.0,0.0,-0.113685242831707,0.0,-0.03735111281275749,0.036079999059438705,0.0,0.0,0.0,0.0,0.0,-0.20358461141586304,0.054409999400377274,0.0,0.0,0.0,0.04354732856154442,0.043332960456609726,0.0,0.0,-0.0006355568766593933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
42,1912,50941.0,1384.082605366993,6.229864832372025,8.6607,0.005085,0.17951403435274402,0.03673148655118965,-0.0001084,0.000684,0.000618,0.000904,0.001857012,8.58,4.669236,0.5761767909509845,0.000687392,0.000593596,2.030456852791878,1,1,0,0.002249672,0.000237,0.0,0.0,0.0,0.09653174132108688,0.0,-0.009020470082759857,0.048239998519420624,0.0,0.0,0.0,0.0,0.0,0.04621906578540802,0.05187999829649925,0.0,0.0,0.0,0.04669236019253731,0.05427784472703934,0.0,0.0,0.019609764218330383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
43,1913,51672.0,1386.6891159622232,6.240750766926843,8.8097,0.005293,0.1717534410532615,0.03784410318482346,-9.95e-05,0.000795,0.0007160000000000001,0.000884,0.001840572,8.58,4.9072,0.5359094354677838,0.000721975,0.000573633,2.035623409669211,1,1,0,0.002498397,0.000259,0.0,0.0,0.0012377100604504339,0.0002897811646107584,0.0,0.03375234454870224,0.04879999905824661,0.0,0.0,0.0,0.0,0.0,-0.07175157964229584,0.05741000175476074,0.0,0.0,0.0,0.04907200112938881,0.05329074338078499,0.0,0.0,0.041276171803474426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
44,1914,52396.0,1326.502213909459,5.963625975831313,8.4541,0.004848,0.16990291262135923,0.034861987853859376,-1.35e-05,0.000671,0.000671,0.00086,0.001790663,8.61,5.555555555555555,0.5592484170536091,0.000734648,0.00064842,2.0408163265306123,0,0,0,0.002587466,0.000279,0.0,0.0,0.0019976640375670004,-0.03165173903107643,0.0,0.008718928322196007,0.04896000027656555,0.0,0.0,0.6138933897018433,0.0,0.0,-0.09747303277254105,0.06202000007033348,0.0,0.0,0.0,0.0555555559694767,0.055974721908569336,0.0,0.0,0.028839465230703354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
45,1915,53124.0,1429.7150064001203,6.436075535510449,8.831,0.005114,0.15888599479062313,0.03262918576595479,0.0002196,0.0006360000000000001,0.000793,0.001058,0.002116894,5.91,5.88235294117647,0.5324946904427971,0.000708615,0.000583269,2.0833333333333335,0,0,0,0.002750745,0.000245,0.0,0.0,0.0016684331614871852,0.327100932598114,0.0,0.14100202918052673,0.03471999987959862,0.0,0.0,-0.16516517102718353,0.0,0.0,0.24206888675689697,0.05849999934434891,0.0,0.0,0.0,0.05882352963089943,0.07266102731227875,0.0,0.0,0.08786101639270782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
46,1916,53815.0,1629.7179596766703,7.3480058245027,9.2183,0.006576,0.16842961757526445,0.03525178211666306,0.0006242,0.0008789999999999999,0.001234,0.001338,0.002922754,6.239999999999999,5.555555555555555,0.4330961288223813,0.000813308,0.000590795,1.97,0,0,0,0.003366106,0.000273,0.0,0.0,0.002522453103197984,0.9550908803939819,0.0,0.05272892490029335,0.03359999880194664,0.0,0.0,0.5119904279708862,0.0,0.0,0.775708794593811,0.0413299985229969,0.0,0.0,0.0,0.0555555559694767,0.07339004427194595,0.0,0.0,0.043164461851119995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
47,1917,54437.0,1665.063192314051,7.51222792292968,9.5321,0.00873,0.21135940409683426,0.043244456709297774,0.0009592,0.001201,0.0017519999999999999,0.001931,0.00418681,6.460000000000001,5.594405594405594,0.33433321694599627,0.001084958,0.000735024,1.95,0,0,0,0.004243507,0.000268,0.0,0.0,0.0019667212860557393,-0.06729060411453247,0.0,0.04521998018026352,0.04024000093340874,0.0,0.0,-0.2200634479522705,0.0,0.0,-0.17492203414440155,0.07583999633789062,0.0,0.0,0.0,0.0559440553188324,0.06257390975952148,0.0,0.0,0.04272998869419098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
48,1918,54886.0,1668.4133294464891,7.528193960276748,9.9959,0.011582,0.22822873553509587,0.058208015108576976,0.0008341,0.001902,0.002159,0.002538,0.005393829,7.08,5.390835579514825,0.27495802010304926,0.001479115,0.001017035,1.89,0,0,0,0.006017334,0.000298,0.0,0.0,0.0033777107549692346,0.19255919754505157,0.0,0.021139051765203476,0.04391999915242195,0.0,0.0,0.7173360586166382,0.0,0.0,-0.007011593785136938,0.09058000892400742,0.0,0.0,0.0,0.05390835553407669,0.08994489908218384,0.0,0.0,0.032529525458812714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
